id_theme;sous_matiere_app;theme;nb_questions_associees;sessions;types_questions;score_priorite_provisoire;niveau_priorite;resume;points_cles;pieges;statut
THEME_VIRO_HSV_TRAITEMENT_2025_S1;Virologie;Traitement antiviral HSV;1;S1;"DP;QROC";92;Ultra prioritaire;Question ouverte sur les deux antiviraux de première intention actifs sur HSV-1 et HSV-2.;"Aciclovir; valaciclovir; HSV-1; HSV-2; antiviral anti-herpès";Confondre avec oseltamivir, sofosbuvir ou traitements anti-VIH;Non vu
THEME_VIRO_HERPES_NEONATAL_2025_S1;Virologie;Herpès néonatal;3;S1;"DP;QCM;QRU";98;Ultra prioritaire;Fin du DP sur risque d’herpès néonatal : primo-infection proche de l’accouchement, césarienne possible, bilan IST, transmission pendant l’accouchement et formes graves.;"Herpès néonatal; primo-infection herpétique; mois précédant accouchement; césarienne; bilan IST; contamination accouchement; contact lésion; formes neurologiques; formes disséminées; mortalité";"Croire risque identique récurrence/primo-infection; croire risque maximal au premier trimestre; exclure herpès néonatal sans lésions à la naissance; surveiller par sérologie";Non vu
THEME_BACT_IST_URETRITE_2025_S1;Bactériologie;IST urétrite Chlamydia gonocoque;5;S1;"DP;QCM;QRU";98;Ultra prioritaire;Début du DP sur urétrite purulente après rapport sexuel non protégé : recherche de Chlamydia trachomatis et Neisseria gonorrhoeae, diagnostic gonocoque, traitement par ceftriaxone et particularités de Chlamydia.;"Chlamydia trachomatis; Neisseria gonorrhoeae; gonocoque; urétrite; rapport sexuel non protégé; culture; MALDI-TOF; examen direct; PCR; ceftriaxone; Gram; absence de germe; macrolides; azithromycine; tétracyclines; doxycycline; fluoroquinolones";"Oublier la double recherche Chlamydia/gonocoque; utiliser sérologie gonocoque; traiter gonocoque par ciprofloxacine; confondre Chlamydia avec diplocoques Gram négatif; traiter Chlamydia par pénicilline";Non vu
THEME_VIRO_VIH_PRIMO_INFECTION_2025_S1;Virologie;Primo-infection VIH et suivi virologique;2;S1;"DP;QROC";96;Ultra prioritaire;Le DP introduit une suspicion de primo-infection VIH devant syndrome grippal avec adénopathies après exposition sexuelle à risque, puis le suivi par PCR/charge virale VIH.;"VIH; primo-infection; syndrome grippal; adénopathies; rapport à risque; sérologie VIH positive; PCR VIH; ARN VIH plasmatique; charge virale VIH; suivi traitement";"Banaliser le syndrome pseudo-grippal après exposition; confondre dépistage sérologique et suivi par charge virale";Non vu
THEME_BACT_SYPHILIS_2025_S1;Bactériologie;Syphilis primaire diagnostic et traitement;3;S1;"DP;QCM;QROC;QRU";98;Ultra prioritaire;Fin du DP sur syphilis primaire : chancre indolore, sérologie, tests TT/TNT positifs et traitement par benzathine benzylpénicilline IM.;"Syphilis; Treponema pallidum; chancre indolore; lésion érosive verge; sérologie syphilis; test tréponémique; test non tréponémique; RPR; VDRL; TPHA; ELISA; benzathine benzylpénicilline; pénicilline IM retard";"Oublier la syphilis devant lésion indolore; confondre TT positif/TNT négatif avec syphilis active; traiter par amoxicilline ou azithromycine en première intention";Non vu
THEME_TRANSVERSAL_DECLARATION_VIH_2025_S1;Transversal-Nosocomial;Déclaration obligatoire VIH;1;S1;"DP;QRU";88;Très haute;Question sur l’agent à déclaration obligatoire parmi les IST évoquées dans le dossier.;"VIH; déclaration obligatoire; IST; Chlamydia; gonocoque; syphilis";Confondre déclaration obligatoire du VIH avec la simple surveillance des autres IST;Non vu
THEME_PARA_BILHARZIOSE_UROGENITALE_2025_S1;Parasitologie-Mycologie;Bilharziose uro-génitale;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur les manifestations urinaires de la bilharziose uro-génitale.;"Bilharziose uro-génitale; schistosomose; hématurie; pollakiurie; douleurs mictionnelles; coliques néphrétiques";Confondre avec schistosomose digestive et diarrhée chronique;Non vu
THEME_PARA_CANDIDA_LEVURES_2025_S1_DL;Parasitologie-Mycologie;Candida albicans et levures;2;S1;"DL;QCM";92;Ultra prioritaire;Questions sur Candida albicans et les champignons levuriformes.;"Candida albicans; Cryptococcus neoformans; levures; muqueuses; MALDI-TOF; espèce fréquente; culture; 37°C";"Dire Candida non cultivable; confondre levures avec Aspergillus ou Trichophyton";Non vu
THEME_PARA_MALASSEZIA_2025_S1;Parasitologie-Mycologie;Malassezia;1;S1;"DL;QCM";88;Très haute;Question sur Malassezia : levures lipophiles, peau humaine et infections cutanées.;"Malassezia; levures lipophiles; peau humaine; infections cutanées; pityriasis versicolor";"Dire pathogène strict; croire culture facile sur Sabouraud standard";Non vu
THEME_PARA_GIARDIA_CRYPTO_AMIBOSE_2025_S1;Parasitologie-Mycologie;Protozooses digestives Giardia Cryptosporidium Amœbose;3;S1;"DL;QCM";94;Ultra prioritaire;Questions sur Giardia, cryptosporidiose et amœbose intestinale.;"Giardia intestinalis; péril fécal; cryptosporidiose; zoonose; diarrhée immunocompétent; diarrhée immunodéprimé; eau contaminée; Entamoeba histolytica; kystes matures; syndrome dysentérique";"Associer Giardia ou cryptosporidiose à hyperéosinophilie; attribuer l’amœbose à Entamoeba dispar; utiliser sérologie pour amœbose intestinale";Non vu
THEME_PARA_TOXOPLASMOSE_FORMES_2025_S1;Parasitologie-Mycologie;Toxoplasmose formes contaminantes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur les formes contaminantes de Toxoplasma gondii.;"Toxoplasma gondii; oocyste; kyste; formes contaminantes";Répondre œuf, larve ou adulte;Non vu
THEME_PARA_HYPEREOSINOPHILIE_2025_S1;Parasitologie-Mycologie;Hyperéosinophilie parasitaire;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur les parasitoses associées à une hyperéosinophilie.;"Anguillulose; schistosomose; toxocarose; helminthoses; hyperéosinophilie";Associer amœbose ou toxoplasmose à hyperéosinophilie typique;Non vu
THEME_PARA_GALE_2025_S1;Parasitologie-Mycologie;Gale;1;S1;"DL;QCM";88;Très haute;Question sur la gale : prurit et diagnostic possible au dermatoscope.;"Gale; Sarcoptes scabiei; prurit; dermatoscope; examen cutané";"Confondre avec Pediculus humanus corporis; croire sérologie diagnostique; éliminer si parasite non retrouvé";Non vu
THEME_PARA_ASPERGILLOSE_INVASIVE_2025_S1;Parasitologie-Mycologie;Aspergillose pulmonaire invasive;1;S1;"DL;QCM";94;Ultra prioritaire;Question sur les examens principaux du diagnostic d’aspergillose pulmonaire invasive.;"Aspergillose invasive; scanner thoracique; galactomannane; culture Sabouraud; PCR Aspergillus; LBA";Confondre avec aspergillose chronique diagnostiquée par IgG anti-Aspergillus;Non vu
THEME_PARA_DERMATOPHYTES_2025_S1;Parasitologie-Mycologie;Dermatophytes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur les dermatophytes : champignons filamenteux, kératinophiles, anthropophiles/zoophiles/géophiles.;"Dermatophytes; champignons filamenteux; kératinophiles; anthropophiles; zoophiles; géophiles; peau; cheveux; ongles";"Les rattacher à Candida/Aspergillus; croire qu’ils parasitent exclusivement la peau";Non vu
THEME_PARA_ASCARI_OXYUROSE_2025_S1;Parasitologie-Mycologie;Ascaridiose et oxyurose;2;S1;"DL;QCM";92;Ultra prioritaire;Questions sur helminthoses intestinales : ascaridiose et oxyurose.;"Ascaridiose; pauciparasitisme; occlusion intestinale; Ascaris adultes; oxyurose; prurit anal vespéral; contagiosité";"Placer syndrome de Löffler en phase d’état; dire œufs d’oxyure operculés; confondre oxyure avec ver plat";Non vu
THEME_PARA_ECHINOCOCCOSE_2025_S1;Parasitologie-Mycologie;Échinococcose kystique;1;S1;"DL;QCM";88;Très haute;Question sur échinococcose kystique à Echinococcus granulosus.;"Echinococcus granulosus; échinococcose kystique; zoonose cosmopolite; foie; atteinte hépatique";"Confondre avec échinococcose alvéolaire du renard; chercher diagnostic par EPS";Non vu
THEME_PARA_PALUDISME_2025_S1_DL;Parasitologie-Mycologie;Paludisme retour zone d’endémie;1;S1;"DL;QRU";94;Ultra prioritaire;Question réflexe : toute fièvre au retour d’une zone d’endémie palustre est un paludisme jusqu’à preuve du contraire.;"Paludisme; fièvre; retour zone endémie; Plasmodium; urgence diagnostique; frottis; goutte épaisse; TDR";"Confondre anophèle et moustique tigre; croire immunité définitive; limiter au TDR";Non vu
THEME_PARA_TAENIA_SAGINATA_2025_S1;Parasitologie-Mycologie;Taenia saginata;1;S1;"DL;QRU";88;Très haute;Question sur contamination par Taenia saginata adulte.;"Taenia saginata; bœuf cru; bœuf mal cuit; ténia adulte; cysticerque";Confondre avec Taenia solium lié au porc;Non vu
THEME_PARA_LEISHMANIOSE_VECTEUR_2025_S1;Parasitologie-Mycologie;Leishmaniose vecteur;1;S1;"DL;QRU";86;Très haute;Question sur le vecteur de la leishmaniose.;"Leishmaniose; phlébotome femelle; vecteur";Confondre avec anophèle, mouche tsé-tsé, simulie ou réduve;Non vu
THEME_VIRO_ENTEROVIRUS_2025_S1;Virologie;Méningite à entérovirus;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur méningite à entérovirus : évolution favorable, saison printemps/été et fréquence.;"Entérovirus; méningite aiguë; printemps; été; évolution favorable immunocompétent; première cause";"Répondre transmission aérienne; répondre RT-PCR sanguine au lieu de LCR";Non vu
THEME_VIRO_HSV_ENCEPHALITE_2025_S1;Virologie;Encéphalite herpétique;1;S1;"DL;QCM";94;Ultra prioritaire;Question sur encéphalite herpétique : HSV-1, urgence thérapeutique et pronostic grave sans antiviral.;"Encéphalite herpétique; HSV-1; aciclovir IV; PCR LCR; traitement probabiliste urgent";"Attendre confirmation PCR avant traitement; répondre aciclovir per os";Non vu
THEME_VIRO_VIH_DIAGNOSTIC_2025_S1_DL;Virologie;VIH diagnostic et charge virale;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur diagnostic VIH, confirmation et ARN VIH plasmatique comme marqueur de réplication.;"VIH; ELISA; Western blot; ARN VIH plasmatique; charge virale; nouveau-né";"Diagnostiquer nouveau-né par IgM; croire anticorps à 6 mois; item ELISA à manier selon correction officielle";Non vu
THEME_VIRO_HPV_COL_2025_S1_DL;Virologie;Dépistage cancer du col et HPV;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur dépistage du cancer du col : début à 25 ans et renouvellement à 5 ans après 30 ans si négatif.;"HPV; cancer col utérus; frottis cervico-utérin; dépistage 25 ans; test HPV; renouvellement 5 ans";"Faire PCR HPV chez toutes les femmes; confondre cytologie et test HPV selon âge";Non vu
THEME_VIRO_RESPIRATOIRES_2025_S1;Virologie;Virus respiratoires coronavirus rougeole VRS;3;S1;"DL;QCM";94;Ultra prioritaire;Questions sur virus respiratoires, SARS-CoV-2 et VRS.;"Coronavirus; rougeole; métapneumovirus; SARS-CoV-2; RT-PCR nasopharyngée; test antigénique; VRS; PCR multiplex; vaccin VRS grossesse";"Classer astrovirus/fièvre jaune comme respiratoires; utiliser IgG SARS-CoV-2 en phase précoce; croire antigénique plus sensible que PCR";Non vu
THEME_VIRO_HEPATITES_2025_S1_DL;Virologie;Hépatites virales B et C;2;S1;"DL;QCM;QRU";92;Ultra prioritaire;Questions sur marqueur post-vaccinal VHB et VHC.;"Vaccin hépatite B; anti-HBs; VHC; transmission sang; sérologie VHC; pas vaccin VHC";"Confondre anti-HBs vaccinal avec anti-HBc; confondre VHC avec VHE alimentaire";Non vu
THEME_VIRO_STRUCTURE_BASES_2025_S1;Virologie;Structure virale et bases virologiques;2;S1;"DL;QCM;QRU";86;Très haute;Questions générales sur particule virale et définition des virus.;"Acide nucléique ADN; capside; enveloppe; parasite intracellulaire obligatoire; LPS; ARN 16S";"Confondre structures bactériennes et virales; croire tous virus enveloppés ou sensibles amoxicilline";Non vu
THEME_VIRO_ARBOVIRUS_2025_S1;Virologie;Arboviroses;1;S1;"DL;QCM";86;Très haute;Question sur virus responsables d’arboviroses.;"Encéphalite japonaise; chikungunya; fièvre jaune; arbovirus; moustiques; vecteurs";Classer norovirus comme arbovirus;Non vu
THEME_VIRO_BIOCIDES_2025_S1;Virologie;Biocides;1;S1;"DL;QCM";82;Haute;Question sur les biocides : antiseptiques, désinfectants et usage externe.;"Biocides; antiseptiques; désinfectants; usage externe; action chimique; action biologique";"Dire plus actifs sur virus nus; oublier que certains sont antiseptiques ou désinfectants";Non vu
THEME_VIRO_HERPESVIRIDAE_2025_S1_DL;Virologie;Herpesviridae et CMV congénital;2;S1;"DL;QCM";94;Ultra prioritaire;Questions sur Herpesviridae et infection congénitale à CMV.;"Herpesviridae; enveloppe; immunodéprimé; CMV congénital; déficit auditif; retard psychomoteur; PCR urines nouveau-né; 15 premiers jours";"Dire Herpesviridae à ARN; dire aucun vaccin; dire CMV congénital rare";Non vu
THEME_VIRO_RUBEOLE_GROSSESSE_2025_S1_DL;Virologie;Rubéole grossesse non immunisée;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur conduite devant absence d’immunité rubéole au début de grossesse.;"Rubéole; grossesse; non immunisée; contrôle 20 SA; vaccination post-partum; vaccin vivant atténué";"Vacciner immédiatement pendant grossesse; administrer immunoglobulines";Non vu
THEME_VIRO_ONCOGENES_2025_S1;Virologie;Virus oncogènes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur virus pouvant être responsables de cancer.;"EBV; VHC; HPV; virus oncogènes; cancer col; lymphomes; carcinome hépatocellulaire";Classer métapneumovirus ou VHE comme oncogènes classiques;Non vu
THEME_VIRO_ROTAVIRUS_2025_S1;Virologie;Rotavirus;1;S1;"DL;QRU";82;Haute;Question sur gastro-entérite à rotavirus et infections nosocomiales.;"Rotavirus; gastro-entérite; infection nosocomiale; vaccin; nourrisson";"Décrire diarrhée glairo-sanglante; dire pas de vaccin; dire jeunes adultes principalement touchés";Non vu
THEME_VIRO_EBV_MNI_2025_S1;Virologie;Mononucléose infectieuse EBV;1;S1;"DL;QRU";92;Ultra prioritaire;Question sur confirmation de mononucléose infectieuse par sérologie EBV.;"EBV; mononucléose infectieuse; anti-VCA IgG; anti-VCA IgM; anti-EBNA; sérologie";"Confondre NFS évocatrice et confirmation étiologique; utiliser PCR urines ou PCR CMV salive";Non vu
THEME_NOSO_PLAIE_ANTISEPSIE_2025_S1;Bactériologie;Plaie souillée antisepsie et gants;1;S1;"DL;QCM";88;Très haute;Question sur la conduite devant une plaie souillée : détersion avant antisepsie et port de gants.;"Plaie souillée; terre; détersion; nettoyage; antisepsie; gants usage unique";"Utiliser SHA sur plaie; oublier la détersion préalable";Non vu
THEME_BACT_VECTORIEL_2025_S1;Bactériologie;Transmission vectorielle bactérienne;1;S1;"DL;QCM";84;Haute;Question sur bactéries transmises par inoculation vectorielle.;"Rickettsia; Borrelia burgdorferi; maladie de Lyme; vecteur; inoculation";Confondre tétanos, botulisme ou tularémie non exclusivement vectorielle;Non vu
THEME_BACT_ANGINE_2025_S1;Bactériologie;Angine érythémato-pultacée;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur angine : origine souvent virale, TROD streptocoque A et amoxicilline active.;"Angine; Streptococcus pyogenes; TROD; viral; amoxicilline; macrolides";"Prescrire antibiotique sans test; croire macrolides toujours actifs";Non vu
THEME_BACT_ANAEROBIES_2025_S1;Bactériologie;Anaérobies strictes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur anaérobies strictes, Clostridium, métronidazole et microbiote intestinal.;"Anaérobies strictes; Clostridium; métronidazole; microbiote intestinal; oxygène";"Traiter par aminosides; oublier leur place dans le microbiote intestinal";Non vu
THEME_BACT_STAPH_AUREUS_2025_S1;Bactériologie;Staphylococcus aureus transmission;1;S1;"DL;QCM";86;Très haute;Question sur S. aureus : transmission par contact humain et surfaces colonisées.;"Staphylococcus aureus; contact humain; surfaces colonisées; portage";Dire pathogène strict ou bactérie strictement humaine;Non vu
THEME_BACT_TUBERCULOSE_2025_S1;Bactériologie;Tuberculose agents et précautions Air;2;S1;"DL;QCM;QRU";92;Ultra prioritaire;Questions sur agents du complexe tuberculeux et précautions Air en hospitalisation.;"Mycobacterium tuberculosis; Mycobacterium bovis; Mycobacterium africanum; tuberculose; précautions Air";"Confondre avec mycobactéries atypiques; croire transmission cutanée ou tropicale uniquement";Non vu
THEME_NOSO_DECLARATION_OBLIGATOIRE_2025_S1;Transversal-Nosocomial;Déclaration obligatoire ARS tuberculose;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur déclaration obligatoire : signalement ARS, notification, liste actualisée et tuberculose.;"Déclaration obligatoire; ARS; signalement; notification; tuberculose; santé publique";Croire que cela concerne seulement les décès;Non vu
THEME_NOSO_MASQUE_CHIRURGICAL_2025_S1;Transversal-Nosocomial;Masque chirurgical gouttelettes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur port du masque chirurgical pour grippe et coqueluche.;"Masque chirurgical; grippe; coqueluche; gouttelettes";Confondre avec FFP2 pour tuberculose ou geste aérosolisant COVID-19;Non vu
THEME_BACT_ANTIBIOTIQUES_PAROI_2025_S1;Bactériologie;Antibiotiques inhibiteurs du peptidoglycane;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur amoxicilline et vancomycine comme inhibiteurs de la synthèse du peptidoglycane.;"Amoxicilline; vancomycine; peptidoglycane; paroi bactérienne; bêta-lactamines; glycopeptides";Confondre avec gentamicine, érythromycine ou ciprofloxacine;Non vu
THEME_BACT_ENTEROCOCCUS_FAECALIS_2025_S1;Bactériologie;Enterococcus faecalis portes d’entrée;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur portes d’entrée des bactériémies à Enterococcus faecalis.;"Enterococcus faecalis; porte digestive; porte urinaire; bactériémie";Confondre avec porte dentaire des streptocoques oraux;Non vu
THEME_BACT_MENINGITES_ADULTE_2025_S1;Bactériologie;Méningites bactériennes communautaires adulte;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur agents communautaires de méningite adulte.;"Neisseria meningitidis; Streptococcus pneumoniae; Listeria monocytogenes; méningite adulte";Retenir Pseudomonas comme agent communautaire classique;Non vu
THEME_BACT_COPROCULTURE_2025_S1;Bactériologie;Coproculture standard Campylobacter Salmonella;1;S1;"DL;QCM";88;Très haute;Question sur bactéries systématiquement recherchées en coproculture standard.;"Campylobacter; Salmonella; coproculture standard; diarrhée bactérienne";Croire C. difficile ou STEC recherchés sans demande spécifique;Non vu
THEME_BACT_NEONATAL_2025_S1;Bactériologie;Infections néonatales bactériennes précoces;1;S1;"DL;QCM";92;Ultra prioritaire;Question sur agents classiques des infections néonatales bactériennes précoces.;"Escherichia coli; Streptococcus agalactiae; Listeria monocytogenes; infection néonatale précoce";Retenir pneumocoque ou streptocoque A;Non vu
THEME_BACT_HEMOCULTURES_2025_S1;Bactériologie;Hémocultures et diagnostic des bactériémies;1;S1;"DL;QCM";94;Ultra prioritaire;Question sur hémocultures : volume adulte, incubation automate, CO2 et Gram sur flacon positif.;"Hémocultures; bactériémie; 8-10 mL; automate; CO2; Gram flacon positif";Croire sensibilité toujours disponible 72h après positivité;Non vu
THEME_BACT_GRAM_2025_S1;Bactériologie;Coloration de Gram;1;S1;"DL;QRU";88;Très haute;Question sur le principe de la coloration de Gram lié au peptidoglycane.;"Coloration de Gram; peptidoglycane; paroi bactérienne; Gram positif; Gram négatif";"Dire que Gram visualise toutes bactéries; confondre avec capsule";Non vu
THEME_BACT_MICROBIOTE_VAGINAL_2025_S1;Transversal-Nosocomial;Microbiote vaginal physiologique;1;S1;"DL;QRU";88;Très haute;Question sur Lactobacillus spp comme bactérie prédominante du microbiote vaginal physiologique.;"Lactobacillus spp; microbiote vaginal; Gardnerella; vaginose";Confondre Lactobacillus physiologique avec Gardnerella vaginalis;Non vu
THEME_BACT_COQUELUCHE_2025_S1;Bactériologie;Coqueluche diagnostic;1;S1;"DL;QRU";88;Très haute;Question sur coqueluche et diagnostic par PCR nasopharyngée.;"Coqueluche; Bordetella pertussis; PCR nasopharyngée; vaccin";"Dire absence de vaccin; croire immunité à vie";Non vu
THEME_BACT_STAPH_SAPROPHYTICUS_2025_S1;Bactériologie;Staphylococcus saprophyticus cystite;1;S1;"DL;QRU";90;Ultra prioritaire;Question sur l’agent bactérien Gram positif le plus fréquent des cystites de la jeune femme.;"Staphylococcus saprophyticus; cystite; jeune femme; Gram positif";"Répondre S. aureus; confondre avec Schistosoma haematobium";Non vu
THEME_VIRO_BASES_STRUCTURE_2025_S2;Virologie;Bases de structure virale et bactériophages;1;S2;"DL;QCM";86;Très haute;Question générale sur acide nucléique, capside et virus infectant les bactéries.;"Virus; ADN; ARN; capside; bactériophages; ARN 16S";"Confondre virus et bactéries; croire multiplication sur gélose au sang";Non vu
THEME_VIRO_ONCOGENES_2025_S2;Virologie;Virus oncogènes;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur virus associés à des cancers.;"VHC; cytomégalovirus; HPV; cancer; virus oncogènes";Classer fièvre jaune ou VHA comme oncogènes attendus;Non vu
THEME_VIRO_GEA_2025_S2;Virologie;Gastro-entérites virales diagnostic;1;S2;"DL;QCM";84;Haute;Question sur le diagnostic étiologique des GEA virales dans les formes sévères.;"Gastro-entérite virale; formes sévères; antigènes viraux selles; génome viral selles; PCR";Utiliser gélose ou sérologie;Non vu
THEME_VIRO_ENCEPHALITES_2025_S2;Virologie;Encéphalites virales;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur virus responsables d’encéphalites.;"VZV; HSV-1; rougeole; encéphalite virale";Confondre avec métapneumovirus ou VHA;Non vu
THEME_VIRO_ENTEROVIRUS_2025_S2;Virologie;Entérovirus;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur entérovirus : transmission féco-orale, méningite et pied-main-bouche.;"Entérovirus; transmission féco-orale; LCR; ponction lombaire; méningite; syndrome pied-main-bouche";Dire virus enveloppés ou principalement responsables de GEA;Non vu
THEME_VIRO_VIH_2025_S2;Virologie;VIH diagnostic et prévention;2;S2;"DL;QCM";96;Ultra prioritaire;Questions sur diagnostic sérologique VIH et stratégies de prévention efficaces.;"VIH; ELISA; VIH-1; VIH-2; confirmation; second prélèvement; PrEP; PEP; préservatif masculin; préservatif féminin";"Dire ARN VIH après anticorps; proposer vaccin VIH";Non vu
THEME_VIRO_RESPIRATOIRES_SARS_2025_S2;Virologie;Virus respiratoires et SARS-CoV-2;2;S2;"DL;QCM";88;Très haute;Questions sur transmission respiratoire et marqueurs SARS-CoV-2 à J10.;"Rougeole; métapneumovirus; SARS-CoV-2; RT-PCR nasopharyngée; IgG SARS-CoV-2";"Classer fièvre jaune/Zika comme respiratoires; rechercher antigènes urinaires";Non vu
THEME_VIRO_HEPATITE_A_2025_S2;Virologie;Hépatite A;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur hépatite A : IgM, transmission féco-orale et forme fulminante possible.;"VHA; IgM anti-VHA; transmission féco-orale; hépatite fulminante; vaccin";"Dire pas de vaccin; confondre avec hépatites chroniques";Non vu
THEME_VIRO_HPV_2025_S2;Virologie;HPV et cancer du col;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur HPV16/18, clairance et vaccin nonavalent.;"HPV; HPV16; HPV18; cancer du col; clairance spontanée; vaccin nonavalent";Confondre HPV16/18 avec bas risque condylomes;Non vu
THEME_VIRO_PHYSIOPATH_2025_S2;Virologie;Physiopathologie virale cellulaire;1;S2;"DL;QCM";86;Très haute;Question sur lyse cellulaire, transformation et effet cytopathogène.;"Lyse cellulaire; transformation cellulaire; effet cytopathogène; morphologie cellulaire";Généraliser intégration génomique ou enzymes cellulaires uniquement;Non vu
THEME_VIRO_ARBOVIRUS_2025_S2;Virologie;Arboviroses;1;S2;"DL;QCM";86;Très haute;Question sur dengue, chikungunya et fièvre jaune.;"Dengue; chikungunya; fièvre jaune; arboviroses; moustiques";Classer HTLV ou rage comme arboviroses;Non vu
THEME_VIRO_BIOCIDES_2025_S2;Virologie;Biocides et activité virucide;1;S2;"DL;QCM";82;Haute;Question sur activité de l’éthanol et composés phénoliques sur virus enveloppés et nus.;"Éthanol; virus enveloppés; virus nus; composés phénoliques; biocides";"Croire chlorhexidine très active virus nus; croire produits iodés inactifs";Non vu
THEME_VIRO_VZV_2025_S2;Virologie;Virus varicelle-zona;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur VZV : Herpesviridae, zona, aciclovir et vaccin.;"VZV; varicelle; zona; Herpesviridae; aciclovir; vaccin";Dire transmission féco-orale;Non vu
THEME_VIRO_RUBEOLE_GROSSESSE_2025_S2;Virologie;Rubéole grossesse;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur dépistage rubéole pendant grossesse et vaccination post-partum.;"Rubéole; grossesse; première consultation prénatale; IgG anti-rubéole; vaccination post-partum";"Doser IgM en dépistage systématique; répéter mensuellement; vacciner pendant grossesse";Non vu
THEME_VIRO_ROUGEOLE_2025_S2;Virologie;Rougeole;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur diagnostic ARN, encéphalites tardives et vaccin contre-indiqué grossesse.;"Rougeole; ARN viral; prélèvement de gorge; encéphalite tardive; vaccin vivant; grossesse";"Dire traitement antiviral efficace; croire prévention par BCG";Non vu
THEME_VIRO_VACCINS_2025_S2;Virologie;Vaccins viraux préventifs;1;S2;"DL;QCM";88;Très haute;Question sur vaccins VRS, oreillons et influenza A.;"VRS; oreillons; influenza A; vaccin préventif";Proposer vaccin HSV-1 ou VHC;Non vu
THEME_VIRO_EBV_MNI_2025_S2;Virologie;Mononucléose infectieuse EBV;1;S2;"DL;QRU";92;Ultra prioritaire;Question sur confirmation de MNI par sérologie EBV.;"EBV; mononucléose infectieuse; anti-VCA IgG; anti-VCA IgM; anti-EBNA";Utiliser IgM CMV, PCR selles ou PCR nasopharyngée;Non vu
THEME_NOSO_GANTS_SHA_2025_S2;Bactériologie;Gants usage unique et solutions hydroalcooliques;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur indications des gants et efficacité des SHA.;"Gants; muqueuse; plaie; C. difficile; SHA; BLSE; Pseudomonas aeruginosa; Clostridioides difficile; gale";"Porter gants dès entrée pour toute situation; croire SHA efficaces sur gale ou C. difficile";Non vu
THEME_BACT_CAPSULE_2025_S2;Bactériologie;Capsule bactérienne;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur capsule bactérienne : virulence, polysaccharide, phagocytose et vaccins.;"Capsule; facteur de virulence; polysaccharide; phagocytose; épitope vaccinal";Confondre capsule et peptidoglycane;Non vu
THEME_BACT_MICROBIOTE_INTESTINAL_2025_S2;Bactériologie;Microbiote intestinal;1;S2;"DL;QCM";82;Haute;Question sur colonisation néonatale et impact des antibiotiques précoces.;"Microbiote intestinal; accouchement voie basse; antibiotiques petite enfance; obésité; asthme; allergies; anaérobies stricts";"Dire majorité aérobie stricte; surestimer entérobactéries/entérocoques";Non vu
THEME_BACT_OMA_2025_S2;Bactériologie;Otite moyenne aiguë;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur les deux agents principaux d’OMA.;"Otite moyenne aiguë; Streptococcus pneumoniae; Haemophilus influenzae";Confondre avec streptocoques bêta-hémolytiques;Non vu
THEME_BACT_STAPH_2025_S2;Bactériologie;Staphylocoques coagulase négative et SARM mecA;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur SCN et SARM : microbiote cutané, infections sur matériel, S. saprophyticus et résistance mecA aux bêta-lactamines.;"Staphylocoques coagulase négative; S. saprophyticus; microbiote cutané; cathéter; prothèse; mecA; PLP2a; SARM; bêta-lactamines; vancomycine";"Distinguer SCN/S. aureus au microscope; croire mecA donne résistance vancomycine";Non vu
THEME_TRANSVERSAL_VACCINS_2025_S2_BACT;Bactériologie;Vaccins bactériologie;1;S2;"DL;QCM";84;Haute;Question générale sur vaccins vivants, inertes, rougeole et pneumocoque.;"Vaccin vivant atténué; vaccin inerte; génie génétique; rougeole; pneumocoque; obligation enfance";Confondre vivant atténué et inerte;Non vu
