id;annee;session;source_pdf;bloc_annale;sous_matiere_app;type;numero_question;theme;sous_theme;question_resume;propositions_resume;reponse;correction_source;explication_courte;piege;priorite_provisoire;statut
QCM_2025_S1_PARA_DP1_011;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP1 Parasito-myco;Parasitologie-Mycologie;QROC;11;Candidémie;Bilan extension œil;QROC sur l’organe à évaluer systématiquement dans le bilan d’extension d’une candidémie, en plus de l’endocardite.;Réponse ouverte : organe attendu;œil / fond d’œil;correction_pdf;Dans une candidémie, il faut rechercher une localisation oculaire, classiquement par fond d’œil.;Ne pas oublier le bilan d’extension : cœur et œil sont des localisations importantes à rechercher.;Très haute;Non vu
QCM_2025_S1_PARA_DP1_012;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP1 Parasito-myco;Parasitologie-Mycologie;QRU;12;Candidémie;Traitement première ligne caspofungine;QRU sur la molécule utilisée en première ligne pour traiter une candidémie.;A ivermectine | B albendazole | C caspofungine | D triméthoprime-sulfaméthoxazole | E kétoconazole;C;correction_pdf;La caspofungine, une échinocandine, est la molécule retenue en première ligne pour cette candidémie.;Ne pas confondre antifongique systémique de candidémie avec antiparasitaires ou cotrimoxazole.;Très haute;Non vu
QCM_2025_S1_VIRO_DP2_001;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QCM;1;Vaccination grossesse;Vaccins proposés 3e trimestre;QCM sur les vaccins pouvant être proposés durant le troisième trimestre de grossesse.;A Rougeole-Oreillons-Rubéole ROR | B grippe | C virus respiratoire syncytial | D coqueluche | E tuberculose;BCD;correction_pdf;Au troisième trimestre, les vaccins contre la grippe, le VRS et la coqueluche peuvent être proposés selon les recommandations et le contexte.;Ne pas proposer ROR ou BCG pendant la grossesse : ce sont des vaccins vivants/contre-indiqués ou non indiqués dans ce contexte.;Très haute;Non vu
QCM_2025_S1_VIRO_DP2_002;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QCM;2;Vaccination maternelle;Transfert IgG et protection nouveau-né;QCM sur l’intérêt de la vaccination maternelle pendant la grossesse.;A transfert sélectif des anticorps IgG à travers placenta | B transfert sélectif IgM à travers placenta | C transfert de lymphocytes T cytotoxiques lors allaitement | D protection nouveau-né pendant six premiers mois | E développement lymphocytes B mémoire chez nouveau-né;AD;correction_pdf;La vaccination maternelle permet le transfert transplacentaire d’IgG et protège le nouveau-né durant les premiers mois de vie.;Ne pas confondre transfert d’IgG avec transfert d’IgM ou induction directe de mémoire B chez le nouveau-né.;Très haute;Non vu
QCM_2025_S1_VIRO_DP2_003;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QCM;3;Vaccination grossesse;Grippe coqueluche entourage;QCM sur les objectifs et indications des vaccinations pendant la grossesse.;A vaccination grippe protège mère des formes sévères | B vaccination VRS protège mère des formes sévères | C vaccination coqueluche proposée à entourage nouveau-né | D ROR obligatoire au 3e trimestre | E vaccination coqueluche à chaque grossesse;ACE;correction_pdf;La vaccination grippe protège la mère des formes sévères, la vaccination coqueluche concerne aussi la stratégie autour du nouveau-né, et elle doit être réalisée à chaque grossesse.;"Le vaccin VRS vise surtout la protection du nourrisson ; le ROR n’est pas administré pendant la grossesse.";Très haute;Non vu
QCM_2025_S1_VIRO_DP2_004;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QCM;4;Herpès génital;HSV1 HSV2;QCM sur les virus pouvant être responsables d’une éruption vésiculeuse génitale en bouquet chez une femme enceinte.;A Herpes simplex virus 1 HSV-1 | B Varicelle-zona virus VZV | C VIH | D Herpes simplex virus 2 HSV-2 | E HPV;AD;correction_pdf;Une éruption vésiculeuse génitale en bouquet évoque une infection à HSV-1 ou HSV-2.;Ne pas confondre lésions vésiculeuses herpétiques avec HPV, VIH ou VZV dans cette présentation génitale typique.;Très haute;Non vu
QCM_2025_S1_VIRO_DP2_005;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QRU;5;HSV1;Séroprévalence;QRU sur les affirmations vraies concernant HSV dans un tableau d’herpès génital.;A localisation génitale pathognomonique HSV-2 | B immunité anti-HSV-1 protectrice contre HSV-2 | C éruption en bouquet signe primo-infection | D séroprévalence HSV-1 environ 70-75% France | E latence ganglion trigéminal;D;correction_pdf;La correction retient la séroprévalence élevée de HSV-1 en France, autour de 70-75%.;"Une localisation génitale peut être due à HSV-1 ou HSV-2 ; une éruption en bouquet ne prouve pas à elle seule une primo-infection.";Haute;Non vu
QCM_2025_S1_VIRO_DP2_006;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QCM;6;Herpès génital;Diagnostic PCR lésion;QCM sur les prélèvements et examens à demander devant une suspicion de primo-infection HSV-1 ou HSV-2 génitale.;A écouvillonnage lésion + PCR ADN HSV-1 | B écouvillonnage lésion + PCR ADN HSV-2 | C sang + sérologie IgM HSV-1/HSV-2 | D sang + sérologie IgG HSV-1/HSV-2 | E écouvillonnage lésion + PCR ADN VZV;AB;correction_pdf;Le diagnostic virologique repose sur l’écouvillonnage de la lésion avec PCR HSV-1 et HSV-2.;Ne pas privilégier la sérologie IgM/IgG pour confirmer l’épisode aigu au niveau de la lésion.;Très haute;Non vu
QCM_2025_S1_VIRO_DP2_007;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QRU;7;Primo-infection herpétique grossesse;Risque herpès néonatal;QRU sur le risque principal à craindre devant une primo-infection herpétique génitale à HSV-1 en fin de grossesse.;A fausse couche | B hépatite herpétique | C kératite herpétique | D herpès néonatal | E pneumopathie herpétique;D;correction_pdf;En cas de primo-infection herpétique génitale en fin de grossesse, le risque majeur est l’herpès néonatal.;"Ne pas se focaliser sur les complications herpétiques de l’adulte ; ici l’enjeu est la transmission néonatale.";Très haute;Non vu
QCM_2025_S1_VIRO_DP2_008;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QROC;8;HSV;Traitement antiviral première intention;QROC sur les deux antiviraux efficaces sur HSV-1 et HSV-2 utilisés en première intention.;Réponse ouverte : deux antiviraux attendus;aciclovir et valaciclovir;correction_pdf;Les antiviraux de première intention actifs sur HSV-1 et HSV-2 sont l’aciclovir et le valaciclovir.;Ne pas confondre avec oseltamivir, sofosbuvir ou antirétroviraux anti-VIH.;Très haute;Non vu
QCM_2025_S1_VIRO_DP2_009;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QCM;9;Herpès néonatal;Risque fin grossesse césarienne bilan IST;QCM sur le risque d’herpès néonatal et la conduite devant une primo-infection herpétique génitale proche de l’accouchement.;A risque similaire récurrence et primo-infection | B risque maximal si primo-infection premier trimestre | C risque maximal si primo-infection dans le mois précédant accouchement | D césarienne peut être envisagée | E bilan IST à réaliser;CDE;correction_pdf;"Le risque d’herpès néonatal est maximal en cas de primo-infection dans le mois précédant l’accouchement ; une césarienne peut être envisagée et un bilan IST doit être réalisé.";Ne pas confondre récurrence et primo-infection : le risque néonatal est beaucoup plus élevé en primo-infection proche du terme.;Très haute;Non vu
QCM_2025_S1_VIRO_DP2_010;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP2 Virologie;Virologie;QCM;10;Herpès néonatal;Transmission accouchement formes graves;QCM sur la transmission et la gravité de l’herpès néonatal.;A lésions herpétiques toujours présentes naissance | B suivi par sérologie obligatoire | C contamination majoritairement accouchement par contact direct lésion | D contamination fréquente allaitement | E formes neurologiques ou disséminées graves avec mortalité élevée;CE;correction_pdf;L’herpès néonatal se transmet majoritairement au moment de l’accouchement par contact avec les lésions, et sa gravité tient aux formes neurologiques ou disséminées.;"Ne pas exclure l’herpès néonatal en l’absence de lésions visibles à la naissance ; ne pas faire reposer le suivi sur la sérologie.";Très haute;Non vu
QCM_2025_S1_BACT_DP3_001;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QCM;1;IST bactériennes;Chlamydia gonocoque;QCM sur les deux bactéries responsables d’IST les plus prévalentes à rechercher devant une urétrite après rapport sexuel non protégé.;A Chlamydia trachomatis | B Mycoplasma genitalium | C Neisseria gonorrhoeae gonocoque | D Staphylococcus aureus | E Streptococcus agalactiae;AC;correction_pdf;Les deux IST bactériennes majeures à rechercher devant une urétrite sont Chlamydia trachomatis et Neisseria gonorrhoeae.;Ne pas oublier la recherche simultanée Chlamydia/gonocoque devant une urétrite sexuellement transmise.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_002;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QCM;2;Urétrite gonococcique;Diagnostic certain;QCM sur les techniques permettant de poser avec certitude le diagnostic d’une urétrite à gonocoque.;A culture et identification par spectrométrie de masse | B examen direct | C immunochromatographie | D sérologie anticorps gonocoque | E technique amplification acides nucléiques PCR;ABE;correction_pdf;Le diagnostic de gonococcie peut reposer sur examen direct, culture avec identification, et amplification des acides nucléiques/PCR.;Ne pas utiliser une sérologie gonocoque pour diagnostiquer une urétrite aiguë.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_003;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QRU;3;Urétrite gonococcique;Traitement ceftriaxone;QRU sur le traitement de première intention recommandé pour une urétrite à gonocoque.;A azithromycine | B amoxicilline | C céfixime | D ceftriaxone | E ciprofloxacine;D;correction_pdf;La ceftriaxone est le traitement de première intention de l’urétrite gonococcique.;"Ne pas choisir ciprofloxacine en première intention du fait des résistances ; ne pas confondre avec le traitement de Chlamydia.";Très haute;Non vu
QCM_2025_S1_BACT_DP3_004;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QRU;4;Chlamydia trachomatis;Absence de germe au Gram;QRU sur l’observation attendue à la coloration de Gram dans une urétrite à Chlamydia trachomatis.;A bacilles Gram négatif | B bacilles Gram positif | C cocci Gram positif en diplocoques | D cocci Gram négatif en diplocoques | E absence de germe;E;correction_pdf;Chlamydia trachomatis est une bactérie intracellulaire stricte non visible comme germe classique à la coloration de Gram.;Ne pas confondre Chlamydia avec gonocoque, qui donne des diplocoques Gram négatif.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_005;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QCM;5;Chlamydia trachomatis;Traitement bactéries intracellulaires;QCM sur les familles d’antibiotiques utilisables contre une urétrite à Chlamydia trachomatis du fait de son développement intracellulaire.;A céphalosporines ceftriaxone | B fluoroquinolones ciprofloxacine | C macrolides azithromycine | D pénicillines benzathine benzylpénicilline | E tétracyclines doxycycline;BCE;correction_pdf;Les antibiotiques actifs sur Chlamydia doivent avoir une diffusion intracellulaire : macrolides, tétracyclines et certaines fluoroquinolones.;Ne pas traiter Chlamydia par pénicilline ou céphalosporine en première intention.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_006;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Virologie;QROC;6;Primo-infection VIH;Syndrome grippal adénopathies;QROC sur le virus à évoquer en première intention devant un syndrome grippal important avec adénopathies un mois après une IST.;Réponse ouverte : virus attendu;VIH;correction_pdf;Un syndrome grippal avec adénopathies après exposition sexuelle à risque doit faire évoquer une primo-infection par le VIH.;"Ne pas banaliser un syndrome pseudo-grippal après rapport à risque ; évoquer VIH en priorité.";Très haute;Non vu
QCM_2025_S1_BACT_DP3_007;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Virologie;QROC;7;VIH;Suivi par charge virale PCR;QROC sur l’examen virologique complémentaire indispensable au suivi du traitement après sérologie VIH positive.;Réponse ouverte : examen attendu;PCR VIH / charge virale VIH / ARN VIH plasmatique;correction_pdf;Le suivi virologique d’une infection VIH repose sur la quantification de l’ARN VIH plasmatique, souvent appelée charge virale VIH ou PCR VIH.;Ne pas confondre test de diagnostic sérologique et marqueur de suivi thérapeutique.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_008;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QROC;8;Syphilis primaire;Diagnostic biologique par sérologie;QROC sur l’examen biologique à demander devant une lésion érosive indolore de la verge évocatrice de syphilis primaire.;Réponse ouverte : examen attendu;sérologie syphilis;correction_pdf;Devant un chancre évocateur de syphilis primaire, la correction attend une sérologie de la syphilis.;Ne pas oublier que le chancre syphilitique est classiquement indolore.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_009;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QCM;9;Syphilis active;Tests tréponémiques et non tréponémiques;QCM sur les résultats attendus des tests tréponémiques et non tréponémiques en cas de syphilis active.;A TT négatif TNT négatif | B TT négatif TNT positif | C TT positif TNT négatif | D TT positif TNT positif titre 1/64 | E TT positif TNT non interprétable;D;correction_pdf;En cas de syphilis active, le test tréponémique et le test non tréponémique sont positifs, avec un titre quantifiable pour le TNT.;Ne pas confondre cicatrice sérologique ancienne et syphilis active.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_010;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Bactériologie;QRU;10;Syphilis primaire;Traitement benzathine benzylpénicilline;QRU sur le traitement de première intention d’une syphilis primaire active.;A pénicilline IM retard benzathine benzylpénicilline | B amoxicilline orale | C amoxicilline IV | D ceftriaxone IV | E azithromycine orale;A;correction_pdf;Le traitement de première intention de la syphilis primaire est la benzathine benzylpénicilline par voie intramusculaire.;Ne pas remplacer par amoxicilline ou azithromycine en première intention standard.;Très haute;Non vu
QCM_2025_S1_BACT_DP3_011;2024-2025;S1;Infectio 24-25 ses 1.pdf;DP3 Bactériologie-Hygiène;Transversal-Nosocomial;QRU;11;IST;Déclaration obligatoire VIH;QRU sur l’agent infectieux à déclaration obligatoire parmi Chlamydia trachomatis, Neisseria gonorrhoeae, VIH et Treponema pallidum.;A Chlamydia trachomatis | B Neisseria gonorrhoeae gonocoque | C VIH | D Treponema pallidum | E aucun des quatre;C;correction_pdf;Parmi les agents cités dans ce dossier, le VIH est à déclaration obligatoire.;Ne pas confondre surveillance épidémiologique des IST et déclaration obligatoire individuelle.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_001;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;1;Bilharziose uro-génitale;Manifestations cliniques;QCM sur les manifestations possibles d’une bilharziose uro-génitale.;A hématurie | B pollakiurie | C douleurs mictionnelles | D diarrhée chronique | E coliques néphrétiques;ABCE;correction_pdf;La bilharziose uro-génitale peut donner hématurie, pollakiurie, douleurs mictionnelles et complications urinaires comme coliques néphrétiques.;Ne pas confondre bilharziose uro-génitale avec schistosomose digestive donnant diarrhée chronique.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_002;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;2;Candida albicans;Commensal MALDI-TOF fréquence;QCM sur les caractéristiques de Candida albicans.;A saprophyte des muqueuses | B espèce Candida la plus fréquente en pathologie humaine | C ne pousse pas à 37°C | D identification possible par MALDI-TOF | E non cultivable;ABD;correction_pdf;Candida albicans peut être retrouvé comme commensal des muqueuses, c’est l’espèce de Candida la plus fréquente en pathologie humaine et elle peut être identifiée par MALDI-TOF.;Ne pas dire que Candida albicans ne pousse pas à 37°C ou n’est pas cultivable.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_003;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;3;Levures;Morphologie examen direct;QCM sur les champignons ayant une morphologie de levure à l’examen direct.;A Aspergillus fumigatus | B Cryptococcus neoformans | C Trichophyton rubrum | D Pneumocystis jirovecii | E Candida albicans;BE;correction_pdf;Cryptococcus neoformans et Candida albicans ont une morphologie levuriforme à l’examen direct.;Ne pas confondre levures avec Aspergillus ou Trichophyton, qui sont filamenteux.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_004;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;4;Malassezia;Levures lipophiles peau;QCM sur les caractéristiques des Malassezia.;A levures lipophiles | B normalement présentes sur peau humaine | C agents pathogènes stricts | D peuvent provoquer infections cutanées chez immunodéprimés | E cultivables facilement Sabouraud;ABD;correction_pdf;Les Malassezia sont des levures lipophiles présentes sur la peau humaine et pouvant provoquer des infections cutanées, notamment selon le terrain.;Ne pas les considérer comme agents pathogènes stricts ni comme facilement cultivables sur Sabouraud standard.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_005;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;5;Giardia intestinalis;Transmission péril fécal;QCM sur les caractéristiques de Giardia intestinalis.;A transmission liée au péril fécal | B parasite pluricellulaire | C diarrhées fébriles glairo-sanglantes | D hyperéosinophilie sanguine | E forme hépatique possible;A;correction_pdf;Giardia intestinalis se transmet par voie féco-orale, selon le péril fécal.;Ne pas associer Giardia à une hyperéosinophilie, une forme hépatique ou des diarrhées glairo-sanglantes fébriles.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_006;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;6;Cryptosporidiose;Zoonose diarrhée eau bovins;QCM sur les caractéristiques de la cryptosporidiose.;A zoonose | B diarrhées chez immunocompétent | C diarrhées chez immunodéprimé | D contamination par ingestion d’eau contaminée par excréments animaux | E hyperéosinophilie;ABCD;correction_pdf;La cryptosporidiose est une zoonose pouvant donner des diarrhées chez l’immunocompétent et l’immunodéprimé, avec contamination possible par eau souillée par des excréments animaux.;Ne pas l’associer à une hyperéosinophilie typique.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_007;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;7;Toxoplasmose;Formes contaminantes;QCM sur les formes parasitaires contaminantes de Toxoplasma gondii.;A oocyste | B kyste | C œuf | D larve | E adulte;AB;correction_pdf;Les formes contaminantes de Toxoplasma gondii sont les oocystes et les kystes.;Ne pas utiliser les termes œuf, larve ou adulte pour Toxoplasma.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_008;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;8;Hyperéosinophilie;Anguillulose schistosomose toxocarose;QCM sur les infections parasitaires pouvant se manifester par une hyperéosinophilie.;A amœbose | B anguillulose | C toxoplasmose | D schistosomose | E toxocarose;BDE;correction_pdf;L’hyperéosinophilie oriente surtout vers des helminthoses, ici anguillulose, schistosomose et toxocarose.;Ne pas associer amœbose ou toxoplasmose à une hyperéosinophilie typique.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_009;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;9;Gale;Prurit et dermatoscope;QCM sur le diagnostic et les caractéristiques de la gale.;A due à Pediculus humanus corporis | B responsable de prurit | C diagnostic par sérologie | D diagnostic possible par examen cutané au dermatoscope | E absence parasite élimine diagnostic;BD;correction_pdf;La gale est responsable de prurit et peut être aidée par un examen cutané au dermatoscope.;"Ne pas confondre gale à Sarcoptes avec pédiculose ; l’absence de parasite retrouvé n’élimine pas toujours le diagnostic.";Très haute;Non vu
QCM_2025_S1_PARA_DL1_010;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;10;Aspergillose pulmonaire invasive;Diagnostic scanner galactomannane culture PCR;QCM sur les principaux examens permettant de diagnostiquer une aspergillose pulmonaire invasive.;A scanner thoracique | B antigène galactomannane | C culture prélèvement respiratoire sur Sabouraud | D sérologie IgG anti-Aspergillus | E PCR Aspergillus sur LBA;ABCE;correction_pdf;Le diagnostic d’aspergillose pulmonaire invasive repose notamment sur le scanner thoracique, le galactomannane, la culture respiratoire et la PCR Aspergillus sur LBA.;Ne pas confondre aspergillose invasive avec aspergillose chronique où les IgG anti-Aspergillus ont une place plus importante.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_011;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;11;Dermatophytes;Filamenteux kératinophiles anthropophiles zoophiles géophiles;QCM sur les caractéristiques des dermatophytes.;A champignons filamenteux | B kératinophiles | C genres Candida et Aspergillus | D anthropophiles zoophiles ou géophiles | E parasitent exclusivement la peau;ABD;correction_pdf;Les dermatophytes sont des champignons filamenteux kératinophiles, pouvant être anthropophiles, zoophiles ou géophiles.;"Ne pas les rattacher aux genres Candida ou Aspergillus ; ils peuvent atteindre peau, cheveux et ongles.";Très haute;Non vu
QCM_2025_S1_PARA_DL1_012;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;12;Amœbose intestinale;Kystes péril fécal syndrome dysentérique;QCM sur l’amœbose intestinale.;A diagnostic repose sur sérologie | B contamination eau/aliments par kystes matures | C Entamoeba dispar responsable | D syndrome dysentérique | E forme kystique peut persister jusque 3 mois dans l’eau;BDE;correction_pdf;L’amœbose intestinale se transmet par ingestion de kystes matures via eau ou aliments contaminés, peut se manifester par un syndrome dysentérique et les kystes peuvent survivre dans l’environnement hydrique.;"Ne pas attribuer l’amœbose intestinale à Entamoeba dispar ; la sérologie n’est pas le diagnostic principal de la forme intestinale.";Très haute;Non vu
QCM_2025_S1_PARA_DL1_013;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;13;Ascaridiose;Pauciparasitisme occlusion;QCM sur les caractéristiques de l’ascaridiose.;A infection asymptomatique possible en cas de pauciparasitisme | B syndrome de Löffler phase d’état | C occlusions intestinales possibles par accumulation d’adultes | D œufs retrouvés selles quelques jours après contamination | E transmission transcutanée;AC;correction_pdf;L’ascaridiose peut être asymptomatique en cas de faible charge parasitaire et peut entraîner des occlusions intestinales en cas d’accumulation d’adultes.;"Le syndrome de Löffler correspond à la phase de migration larvaire, pas à la phase d’état ; les œufs ne sont pas retrouvés quelques jours après contamination.";Très haute;Non vu
QCM_2025_S1_PARA_DL1_014;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;14;Échinococcose kystique;Echinococcus granulosus zoonose foie;QCM sur l’échinococcose kystique.;A causée par Echinococcus granulosus | B hôte définitif renard | C diagnostic par examen parasitologique des selles | D zoonose cosmopolite | E atteinte le plus souvent hépatique;ADE;correction_pdf;L’échinococcose kystique est causée par Echinococcus granulosus, correspond à une zoonose cosmopolite et touche le plus souvent le foie.;Ne pas confondre échinococcose kystique à E. granulosus avec échinococcose alvéolaire associée au renard.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_015;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QCM;15;Oxyurose;Prurit contagiosité;QCM sur les caractéristiques de l’oxyurose.;A adulte ver plat | B clinique dominée par prurit anal vespéral | C parasitose fortement contagieuse | D œufs operculés | E œufs embryonnent en 3 semaines milieu extérieur;BC;correction_pdf;L’oxyurose est dominée par un prurit anal vespéral/nocturne et correspond à une parasitose fortement contagieuse.;"Ne pas dire que l’adulte est un ver plat ; les œufs ne sont pas operculés et deviennent rapidement infestants.";Très haute;Non vu
QCM_2025_S1_PARA_DL1_016;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QRU;16;Paludisme;Fièvre retour zone endémie;QRU sur l’affirmation correcte concernant le paludisme.;A transmission par moustique tigre | B toute fièvre retour zone endémie = paludisme jusqu’à preuve contraire | C diagnostic uniquement TDR | D P. malariae forme grave la plus fréquente | E immunité définitive en zone endémique;B;correction_pdf;Toute fièvre chez un patient revenant d’une zone d’endémie palustre doit être considérée comme un paludisme jusqu’à preuve du contraire.;"Ne pas confondre anophèle et moustique tigre ; ne pas limiter le diagnostic aux tests rapides.";Très haute;Non vu
QCM_2025_S1_PARA_DL1_017;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QRU;17;Taenia saginata;Contamination bœuf cru mal cuit;QRU sur le mode de contamination d’un patient porteur d’un Taenia saginata adulte.;A viande de porc crue ou mal cuite | B œufs libérés par anneaux | C légumes souillés par embryophores | D viande de bœuf crue ou mal cuite | E viande de mouton crue ou mal cuite;D;correction_pdf;Taenia saginata se transmet par ingestion de viande de bœuf crue ou insuffisamment cuite contenant des larves cysticerques.;Ne pas confondre Taenia saginata avec Taenia solium, lié au porc et à la cysticercose.;Très haute;Non vu
QCM_2025_S1_PARA_DL1_018;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL1 Parasitologie;Parasitologie-Mycologie;QRU;18;Leishmaniose;Vecteur phlébotome;QRU sur le vecteur de la leishmaniose.;A anophèle femelle | B mouche tsé-tsé | C phlébotome femelle | D simulie | E réduve;C;correction_pdf;La leishmaniose est transmise par le phlébotome femelle.;Ne pas confondre avec l’anophèle du paludisme, la mouche tsé-tsé de la trypanosomose africaine, la simulie de l’onchocercose ou le réduve de Chagas.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_001;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;1;Méningite à entérovirus;Évolution saisonnalité première cause;QCM sur les caractéristiques de la méningite à entérovirus.;A transmission aérienne | B évolution spontanément favorable chez immunocompétent | C pic saisonnier printemps/été | D diagnostic par RT-PCR dans le sang | E première cause de méningite aiguë;BCE;correction_pdf;La méningite à entérovirus évolue le plus souvent favorablement chez l’immunocompétent, survient volontiers au printemps/été et constitue une cause majeure de méningite aiguë.;Ne pas répondre transmission aérienne ou RT-PCR sanguine : le diagnostic attendu est classiquement moléculaire sur LCR.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_002;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;2;Encéphalite herpétique;HSV1 aciclovir urgence;QCM sur l’encéphalite herpétique.;A pronostic très péjoratif sans traitement antiviral | B principalement causée par HSV-1 | C traitement recommandé aciclovir per os | D plus fréquente adolescentes/jeunes adultes que >50 ans | E traitement seulement après confirmation PCR LCR;AB;correction_pdf;L’encéphalite herpétique est grave sans traitement et est principalement causée par HSV-1.;"Ne pas attendre la confirmation PCR pour traiter si suspicion forte ; le traitement est l’aciclovir IV, pas per os.";Très haute;Non vu
QCM_2025_S1_VIRO_DL2_003;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;3;VIH;Diagnostic Western blot ARN viral;QCM sur le diagnostic de l’infection à VIH.;A tests ELISA spécifiques seulement VIH-1 | B anticorps apparaissent en moyenne 6 mois après contamination | C confirmation séropositivité par Western blot | D ARN VIH plasmatique meilleur marqueur réplication virale | E nouveau-né diagnostic par IgM anti-VIH-1;ACD;correction_pdf;La correction retient l’ELISA, le Western blot de confirmation et l’ARN VIH plasmatique comme meilleur marqueur de réplication.;"Attention : l’item A est retenu dans la correction officielle malgré une formulation discutable pour les tests modernes VIH-1/VIH-2 ; pour l’examen, retenir la correction.";Très haute;Non vu
